"News#","Title Content","Matched Words","Score","Polarity"
"634","RECENT US OIL DEMAND UP 01 PCT FROM YEAR AGO","","0","Neutral"
"635","FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES","","0","Neutral"
"636","SP DOWNGRADES SIX US MONEY CENTER BANKS","","0","Neutral"
"637","KANSAS CITY KSU READY TO BUY SOUTHERN PACIFIC","ready","1","Positive"
"638","GENCORP GY BID COULD BE RAISED GROUP SAYS","","0","Neutral"
"639","UNOCAL UCL PLANS INCREASE IN CAPITAL SPENDING","","0","Neutral"
"640","FED APPROVES CHEMICAL NEW YORK CHL MERGER","","0","Neutral"
"641","VARITYVAT SEES IMPROVED RESULTS AFTER 1ST QTR","improved","1","Positive"
"642","CAMPBELL RESOURCES CCH UPS MESTON LAKE STAKE","","0","Neutral"
"643","FPL GROUP FPL UNIT FILES TO OFFER PREFERRED","","0","Neutral"
"644","METROBANC MTBC SHAREHOLDERS APPROVE MERGER","approve","1","Positive"
"645","CONNECTICUT ENERGY CNEUNIT SEEKS HIGHER RATES","","0","Neutral"
"646","CATTLEMEN ASSESSING DEATH LOSS FROM STORM","loss, death","-2","Negative"
"647","PLAINS RESOURCES INC PLNS YEAR LOSS","loss","-1","Negative"
"648","ECUADOR SIGNS 280 MLN DLR IADB LOAN","","0","Neutral"
"649","PERUS DEBT OBLIGATIONS HIT 63 BILLION DLRS IN 1987","debt","-1","Negative"
"650","PENNZOIL PZL WILLING TO SETTLE TEXACO TX LAWSUIT","willing","1","Positive"
"651","FARM CREDIT SYSTEM TO ASK FOR CONGRESSIONAL AID","","0","Neutral"
"652","GV MEDICAL INC GVMI 4TH QTR LOSS","loss","-1","Negative"
"653","FIRST FEDERALARKANSAS FARK IN COURT RULING","","0","Neutral"
"654","IBC PRESIDENT NOT TO ATTEND ICO EXECUTIVE BOARD","","0","Neutral"
"655","COLOMBIA TO MAINTAIN FOREIGN BORROWING LEVELS","","0","Neutral"
"656","EXCHANGE RATE BILL CLEARS US HOUSE PANEL","clears","1","Positive"
"657","US CHIPMAKERS URGE SANCTIONS AGAINST JAPAN","","0","Neutral"
"658","LOMAC TO PAY COSTS IN FIRST SUPERFUND AGREEMENT","","0","Neutral"
"659","WORLD BANK AFFILIATE PROVIDES CREDIT FOR HAITI","","0","Neutral"
"660","US AGRICULTURE SECY DOUBTFUL ON DEFICIT GOAL","doubtful","-1","Negative"
"661","CLABIR CLG AMBRIT ABI CALL OFF MERGER","","0","Neutral"
"662","FAA ORDERS VOICE RECORDERS ON NEW COMMUTER CRAFT","","0","Neutral"
"663","TELECOMMUNICATIONS BILL CLEARS US HOUSE PANEL","clears","1","Positive"
"664","BANK BOARD TAKES CONTROL OF FLORIDA THRIFT","thrift","1","Positive"
"665","MOODYS DOWNGRADES ZENITH ELECTRONICS ZE DEBT","zenith, debt","0","Neutral"
"666","SDC SYDNEY REPLACES CHAIRMAN","","0","Neutral"
"667","COST OF PIK CERTIFICATES TO BE EYED BY CONGRESS","","0","Neutral"
"668","DAILY TELEGRAPH IN DEAL WITH NEWS INTERNATIONAL","","0","Neutral"
"669","USACAFES USF UNIT POSTS RECORD WEEKLY SALES","","0","Neutral"
"670","MACAO TO KEEP EXISTING SYSTEM FOR 50 YEARS","","0","Neutral"
"671","FRIEDMAN INDUSTRIES INC FRD QUARTERLY DIV","","0","Neutral"
"672","CHIRAC SEES FASTER PRIVATISATION","faster","1","Positive"
"673","IADB MEETING ENDS WITH US ISOLATED ON REFORM","reform, isolated","0","Neutral"
"674","LATIN OIL PRODUCERS TO MEET IN CARACAS","","0","Neutral"
"675","AUSTRALIAN RESERVE BANK CUTS REDISCOUNT RATE","","0","Neutral"
"676","ARGENTINA SAYS COULD FOLLOW BRAZILIAN DEBT MOVE","debt","-1","Negative"
"677","GENOVA GNVA SIGNS DEFINITIVE MERGER AGREEMENT","","0","Neutral"
"678","PENOBSCOT SHOE CO PSO 1ST QTR FEB 27 NET","","0","Neutral"
"679","DREXEL SAYS BUSINESS STRONG DESPITE TRADE PROBE","strong","1","Positive"
"680","DAUSTER SAYS NO CHANGE IN BRAZILS COFFEE POLICY","","0","Neutral"
"681","EXCHANGE RATE BILL CLEARS US HOUSE PANEL","clears","1","Positive"
"682","CONSOLIDATE CAPITAL TRUST CIOTS 4TH QTR NET","trust","1","Positive"
"683","SARNEY REITERATES THAT BRAZIL WILL NOT GO TO IMF","","0","Neutral"
"684","US BANKS SEEN STEPPING UP SECURITIES ROLE","","0","Neutral"
"685","PALO VERDE UNIT 3 GRANTED OPERATING LICENSE","","0","Neutral"
"686","TREASURYS BAKER SAYS HE STANDS BY PARIS PACT TO FOSTER STABLE CURRENCIES","stable","1","Positive"
"687","MEMBERS VOTE TO DISSOLVE US FARM COOP","","0","Neutral"
"688","US SENATE FARM PANEL MAKEUP STILL IN DOUBT","doubt","-1","Negative"
"689","BAKER SAYS HE STANDS BY PARIS CURRENCY AGREEMENT","","0","Neutral"
"690","BAKER DECLINES COMMENT ON VOLCKER REAPPOINTMENT","declines","-1","Negative"
"691","CHINA SAYS 1986 BUDGET DEFICIT 708 BILLION YUAN","","0","Neutral"
"692","GUYANA FINANCE MINISTER OPTIMISTIC BUT SEEKS HELP","optimistic","1","Positive"
"693","BAKER OPPOSES STOCK TRANSACTION TAX PROPOSAL","","0","Neutral"
"694","BAKER SEEKS MORE BANK LOANS TO DEVELOPING NATIONS","","0","Neutral"
"695","LIBYANS APPEAR TO BE PULLING OUT OF CHAD","","0","Neutral"
"696","CHINA PORTUGAL INITIAL MACAO PACT","","0","Neutral"
"697","BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP","","0","Neutral"
"698","Sumita says further yen rise would adversely affect Japanese economy","","0","Neutral"
"699","Sumita says major nations will continue to cooperate to stabilize currencies","stabilize","1","Positive"
"700","NZ MONEY SUPPLY RISES 24 PCT IN JANUARY","","0","Neutral"
"701","FURTHER YEN RISE WOULD HURT JAPAN ECONOMY SUMITA","hurt","-1","Negative"
"702","JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY","fall","-1","Negative"
"703","DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING","loses, win","0","Neutral"
"704","EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM","reform","1","Positive"
"705","VIETNAMS ARMY ORDERED TO GROW MORE FOOD","","0","Neutral"
"706","LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987","","0","Neutral"
"707","LINDE AG LINGF 1986 YEAR","","0","Neutral"
"708","PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY","protection","1","Positive"
"709","BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK","","0","Neutral"
"710","JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT","","0","Neutral"
"711","SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT","","0","Neutral"
"712","TRADE SURPLUS CUT WOULD BENEFIT JAPAN  SUMITA","benefit","1","Positive"
"713","VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE","strike","-1","Negative"
"714","PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS","narrower, debt","-2","Negative"
"715","GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE","debt","-1","Negative"
"716","SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN","supreme, affirmative","2","Positive"
"717","ECONOMIC SPOTLIGHT  HONG KONGS MORE ACTIVE ROLE","","0","Neutral"
"718","GULF ESCORTS STILL UNDER DISCUSSION  WEINBERGER","","0","Neutral"
"719","SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID","drought, appeal","0","Neutral"
"720","MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD","","0","Neutral"
"721","US HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID","","0","Neutral"
"722","ECONOMIC SPOTLIGHT  TOKYO EARTHQUAKE AFTERSHOCKS","","0","Neutral"
"723","Hoechst AG 1986 world group pretax profit 321 billion marks vs 316 billion","","0","Neutral"
"724","AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES","issues","-1","Negative"
"725","MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN US","","0","Neutral"
"726","KAWASAKI TO INCREASE MOTORCYCLE OUTPUT","","0","Neutral"
"727","BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER  OFFICIAL","tender","1","Positive"
"728","HOECHST AG HFAGF YEAR 1986","","0","Neutral"
"729","GERMAN TRADE CURRENT ACCOUNT DATA DUE TODAY","","0","Neutral"
"730","BANK OF FRANCE LAUNCHES MONEY MARKET TENDER","tender","1","Positive"
"731","BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash","tender","1","Positive"
"732","CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE","","0","Neutral"
"733","BP TO OFFER 74 BILLION DLRS FOR STANDARD SHARES","","0","Neutral"
"734","HOECHST RAISES PROFITS ON LOWER SALES","","0","Neutral"
"735","Danish overnight money market rate cut to 10 pct from 105  central bank","","0","Neutral"
"736","BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS","","0","Neutral"
"737"," BP units seek five billion dlr revolving credit to support Standard Oil tender","tender, support","2","Positive"
"738","INDIAN PLANT SIGNS FIRST ALUMINA EXPORT CONTRACT","","0","Neutral"
"739","FRIED KRUPP GMBH KRPGD YEAR 1986","fried","-1","Negative"
"740","NORDIC INVESTMENT BANK HAS ZERO COUPON BOND","","0","Neutral"
"741","LUCAS INDUSTRIES PLC LUCSL HALFYEAR ENDED JAN 31","","0","Neutral"
"742","BP UNITS SEEK FIVE BILLION DLR REVOLVING CREDIT","","0","Neutral"
"743","EUROFIMA LAUNCHING 40 MLN SWISS FRANC NOTES","","0","Neutral"
"744","CLUB MEDITERRANEE CMIPA  YEAR ENDED OCTOBER 31","","0","Neutral"
"745","UK MONEY MARKET LIQUIDITY POSITION EXPECTED FLAT","","0","Neutral"
"746","EC SUGAR TENDER SEEN AS FURTHER CONCESSION","tender, concession","0","Neutral"
"747"," German Feb current account surplus 66 billion marks Jan surplus 48 billion  official","","0","Neutral"
"748"," German February trade surplus 104 billion marks Jan surplus 72 billion  official","","0","Neutral"
"749","GERMAN CURRENT ACCOUNT SURPLUS WIDENS IN FEBRUARY","","0","Neutral"
"750","MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND","issues","-1","Negative"
"751","KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST","","0","Neutral"
"752","TAIWANS SAVINGS AT RECORD HIGH","savings","1","Positive"
"753","SHORTDATED SAUDI RIYAL RATES FIRM IN QUIET MARKET","quiet","1","Positive"
"754","JAPAN BEEF PRICE SUPPORT CUT WILL NOT RAISE DEMAND","support","1","Positive"
"755","FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY","","0","Neutral"
"756","UK OILMEALVEG OIL PRODUCTION ROSE IN 1986","","0","Neutral"
"757","BNP PLANS 100 MLN HK DLR CD ISSUE","issue","-1","Negative"
"758","PHILIPPINES TO PUT 100 STATE FIRMS UP FOR SALE","","0","Neutral"
"759","SINGAPORE LAWS TO LIBERALISE LOCAL CAPITAL MARKET","","0","Neutral"
"760","SIEMENS SEES SALES NEAR 52 BILLION MARKS THIS YEAR","","0","Neutral"
"761","KRUPP HAS SATISFACTORY 1986 RESULTS","satisfactory","1","Positive"
"762","JAPANESE SCIENTISTS DEVELOP AIDS DETECTION MATERIAL","","0","Neutral"
"763","NO PESSIMISM FOR GERMAN EXPORTERS MINISTRY","pessimism","-1","Negative"
"764","MONETARY AUTHORITIES SAID TO LOSE CREDIBILITY","lose","-1","Negative"
"765","AUSTRIA MAKES TWO BILLION SCHILLING NOTE ISSUE","issue","-1","Negative"
"766","FRANCES CAECL ISSUES THREE BILLION FRANC BOND","issues","-1","Negative"
"767","UK FEB TRADE DEFICIT 224 MLN STG VS DEFICIT 527 MLN IN JAN  OFFICIAL","","0","Neutral"
"768","UK FEB CUURENT ACCOUNT SURPLUS 376 MLN STG VS JAN SURPLUS 73 MLN  OFFICIAL","","0","Neutral"
"769","MALAYSIAN CENTRAL BANK SEES HIGHER 1987 GROWTH","","0","Neutral"
"770","UK VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY","","0","Neutral"
"771","LUCAS SEES CONTINUED GROWTH IN SECOND HALF","","0","Neutral"
"772","IWC ups Soviet grain 198687 import estimate three mln tonnes to 29 mln  official","","0","Neutral"
"773","IWC lifts 198687 world wheat coarse grain estimate one mln tonnes to record 1377 mln","coarse","-1","Negative"
"774","ECONOMIC SPOTLIGHT  SWISS BANKING SECRECY","","0","Neutral"
"775","MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND","issues","-1","Negative"
"776","LIBYANS APPEAR TO BE PULLING OUT OF CHAD","","0","Neutral"
"777","TRADE SURPLUS CUT WOULD BENEFIT JAPAN  SUMITA","benefit","1","Positive"
"778","ALSTHOM AWARDED 900 MLN FRANC PAKISTANI DEAL","awarded","1","Positive"
"779","COMMISSION APPROVES RAINBOWPROGRESSIVE MERGER","","0","Neutral"
"780","VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE","strike","-1","Negative"
"781","UK MONEY MARKET FORECAST REVISED TO DEFICIT","","0","Neutral"
"782","IWC LIFTS WORLD GRAIN OUTPUT ESTIMATE TO RECORD","","0","Neutral"
"783","BANK OF JAPAN BUYS SMALL QUANTITY DOLLARS DEALERS","","0","Neutral"
"784","UK TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT","","0","Neutral"
"785","ECC APPROVES MONTEDISONHERCULES VENTURE","","0","Neutral"
"786","EC SELLS BUTTER STOCKS TO SOVIET UNION","","0","Neutral"
"787","GERMAN NET CURRENCY RESERVES RISE","","0","Neutral"
"788","WORLD BANK CHIEF CONCERNED ABOUT BRAZIL ECONOMY","concerned","-1","Negative"
"789","ITALIAN TREASURY ANNOUNCES CERTIFICATE OFFER","","0","Neutral"
"790","GUINNESS PEAT HAS CASH ADVANCE FACILITY","","0","Neutral"
"791","SUMITOMO BANK HAS 500 MLN STG CD PROGRAM","","0","Neutral"
"792","CURRENCY EXCHANGE LOSS PUSHES MALAYSIAS DEBT UP","loss, debt","-2","Negative"
"793","IWC SAYS EFFECT OF LOWER SUPPORT PRICES LIMITED","limited, support","0","Neutral"
"794","SANDOZ HAS 50 MLN DLR EUROCP PROGRAM","","0","Neutral"
"795","US TREASURYS BAKER OPPOSES TAX INCREASE","","0","Neutral"
"796","PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS","narrower, debt","-2","Negative"
"797","TREASURYS BAKER SAYS HE STANDS BY PARIS PACT","","0","Neutral"
"798","TREASURYS BAKER DECLINES COMMENT ON VOLCKER","declines","-1","Negative"
"799","GERMAN ANALYSTS SEE GOLD RISING IN 2ND HALF 1987","gold","1","Positive"
"800","CAMBRIAN AND GENERAL NOTES RELISTED IN LONDON","","0","Neutral"
"801","GULF ESCORTS STILL UNDER DISCUSSION  WEINBERGER","","0","Neutral"
"802","AUSTRIA TREASURY NOTE ISSUE LIKELY TO BE INCREASED","issue","-1","Negative"
"803","NEW CAPITAL RULES WOULD FAVOR FIRST INTERSTATE","favor","1","Positive"
"804","FIRST INTERSTATE I ESTIMATES LOSS ON BRAZIL","loss","-1","Negative"
"805","FRENCH UNEMPLOYMENT RISES TO SEASONALLY ADJUSTED 265 MLN IN FEBRUARY  OFFICIAL","","0","Neutral"
"806","CONRAIL INITIAL OFFER PRICED AT 28 DLRS SHARE","","0","Neutral"
"807","MICKELBERRY CORP MBC 4TH QTR NET","","0","Neutral"
"808","HOLIDAY HIA SEES RULING NEXT WEEK ON PLAN","","0","Neutral"
"809","MICKELBERRY MBC COMPLETES SALE OF UNIT","","0","Neutral"
"810","FLUOROCARBON CO FCBN 4TH QTR JAN 31 NET","","0","Neutral"
"811","ROSTENKOWSKI SAYS REAGAN MUST RECONSIDER TAX RISE","","0","Neutral"
"812","FRENCH FEBRUARY UNEMPLOYMENT HITS RECORD 265 MLN","","0","Neutral"
"813","TREASURYS BAKER OPPOSES STOCK TRANSACTION TAX","","0","Neutral"
"814","PHILIPS ELECTRICAL SELLS STAKE IN UNIDARE","","0","Neutral"
"815","AMERICAN MEDICAL INTERNATIONAL INC 2ND QTR SHR PROFIT 32 CTS VS LOSS 95 CTS","loss","-1","Negative"
"816","BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP","","0","Neutral"
"817","NEW GENERATION FOODS NGEN SELLS SHARES","","0","Neutral"
"818","AMERICAN MEDICAL INTERNATIONAL INC AMI NET","","0","Neutral"
"819","SIEMENS US TURNOVER TO RISE IN CURRENT YEAR","","0","Neutral"
"820","FW DODGE REPORTS FEBRUARY CONSTRUCTION DROPS","","0","Neutral"
"821","UK VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY","","0","Neutral"
"822","FRENCH RESERVES FALL ON DEBT REPAYMENT","fall, debt","-2","Negative"
"823","FOOTE MINERAL CO IN LETTER OF INTENT TO MERGE INTO RIO TINTOZINC","","0","Neutral"
"824"," German March cost of living 02 pct below year ago Feb 05 pct below  official","","0","Neutral"
"825","TRIZEC CORP LTD 1ST QTR JAN 31 NET","","0","Neutral"
"826","BRANIFF BAIR MAY GET MEXICAN SERVICE AUTHORITY","","0","Neutral"
"827","BOSTON EDISON CO BSE REGULAR DIVIDEND","","0","Neutral"
"828","NIPPON SIGNAL ISSUES 50 MLN SWISS FRANC NOTES","issues","-1","Negative"
"829","GERMAN COST OF LIVING FALLS IN MARCH ON YEARAGO","falls","-1","Negative"
"830","BRITISH BANKS RESIST SIGNING MEXICO PACKAGE SEEK MORE EQUITABLE CONTRIBUTIONS  LLOYDS","equitable","1","Positive"
"831","TURKEY COULD APPLY FOR EC MEMBERSHIP BY EARLY MAY","","0","Neutral"
"832","BRITISH BANKS SEEK MORE EQUITABLE CONTRIBUTIONS ON MEXICO PACKAGE  LLOYDS","equitable","1","Positive"
"833","FOOTE MINERAL FTE TO MERGE INTO RIO TINTO","","0","Neutral"
"834","US FIRST TIME JOBLESS CLAIMS ROSE IN WEEK","jobless","-1","Negative"
"835","BRITISH BANKS RESIST SIGNING MEXICO PACKAGE","","0","Neutral"
"836","HONG KONG FEBRUARY TRADE SWINGS INTO DEFICIT","","0","Neutral"
"837","BEST PRODUCTS CO INC 4TH QTR SHR 144 DLRS VS 83 CTS","best","1","Positive"
"838","GENERALE HEAD CALLS FOR BELGIAN BANK FLEXIBILITY","flexibility","1","Positive"
"839","BEST PRODUCTS CO BES 4TH QTR JAN 31 NET","best","1","Positive"
"840","K MART KM TO SUPPLY HOME SHOPPING NETWORK","","0","Neutral"
"841","BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS","","0","Neutral"
"842","GREAT WESTERN GWF TO REDEEM DEBENTURES","redeem, great","2","Positive"
"843","CHINA PORTUGAL INITIAL MACAO PACT","","0","Neutral"
"844","ETHYL CORP EY UNITS COMPLETE ACQUISITON","","0","Neutral"
"845","JEFFERIES IS MAKING A MARKET IN STANDARD SRD","","0","Neutral"
"846","COLONIAL CABK TALKS WITH DISSIDENTS BREAK DOWN","break, dissidents","-2","Negative"
"847","BRITISH POLITICIANS URGE JAPAN TRADE SANCTIONS","","0","Neutral"
"848","UK TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT","","0","Neutral"
"849","S KOREA MAY BUY US OIL TO AID TRADE BALANCE","","0","Neutral"
"850","BP BP TO HOLD NEW YORK PRESS CONFERENCE","","0","Neutral"
"851","US TREASURYS MULFORD REAFFIRMS G6 PACT TO FOSTER CURRENCY STABILITY AROUND CURRENT LEVELS","stability","1","Positive"
"852","TREASURYS MULFORD SAYS G6 HAS NO CURRENCY TARGET ZONES RANGES","","0","Neutral"
"853","GERMAN ANALYSTS SEE GOLD FIRMING LATER THIS YEAR","gold","1","Positive"
"854","ESSEX CHEMICAL ESX SELLS CONVERTIBLE DEBT","debt","-1","Negative"
"855","UK MONEY MARKET RECEIVES 226 MLN STG ASSISTANCE","","0","Neutral"
"856","SWEDEN REVISES BUDGET FORECASTS","","0","Neutral"
"857","BANK OF FRANCE LEAVES MONEY MARKET INTERVENTION RATE UNCHANGED AT 734 PCT  OFFICIAL","","0","Neutral"
"858","MCO MCO MAXXAM MXM HOLDERS APPROVE MERGER","approve","1","Positive"
"859","CANADA DETAILS TWO BOND AUCTIONS","","0","Neutral"
"860","PRICE CO PCLB 2ND QTR MARCH 15 NET","","0","Neutral"
"861","CAROLIAN SYSTEMS SEES LOWER FISCAL 1987 PROFIT","","0","Neutral"
"862","BANK OF FRANCE BUYS DOLLARS SELLS YEN  DEALERS","","0","Neutral"
"863","TUNISIA TO BREAK TIES WITH IRAN","break","-1","Negative"
"864","US TREASURYS MULFORD REAFFIRMS G6 AGREEMENT","","0","Neutral"
"865","FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED","free","1","Positive"
"866","US GOLD EAGLE SALES PROJECTED AT 31 MLN OUNCES","gold","1","Positive"
"867","NEOAX NOAX TO SELL NOVATRONICS FOR 20 MLN DLRS","","0","Neutral"
"868","PONCE FEDERAL BANK FSB PFBS RAISES DIVIDEND","","0","Neutral"
"869","FOOTHILL GROUP FGI SEES BETTER FIRST QUARTER","better","1","Positive"
"870","COMMODORE CBU IN PACT FOR COMPUTER GRAPHICS","","0","Neutral"
"871","BANK OF FRANCE BUYS DOLLARS SELLS YEN  DEALERS","","0","Neutral"
"872","STANDARD SRD REFERRING BP BP BID TO GROUP","","0","Neutral"
"873","MULFORD SEES MORE BANK LOANS TO DEBTORS IN 1987","","0","Neutral"
"874","ANCHOR GLASS AGLS NOW SEES HIGHER 1ST QTR NET","","0","Neutral"
"875","MACNEALSCHWENDLER CORP MNS RAISES PAYOUT","","0","Neutral"
"876","VISHAY VSH COMPLETES EXCHANGE OFFER","","0","Neutral"
"877","CREDIT LYONNAIS UNIT HAS AUSTRALIAN DOLLAR BOND","","0","Neutral"
"878","VIACOM INTERNATIONAL INC VIA SETS QUARTERLY","","0","Neutral"
"879","WALT DISNEY ISSUES 60 MLN AUS DLR EUROBOND","issues","-1","Negative"
"880","UK MONEY MARKET GETS 25 MLN STG LATE HELP","","0","Neutral"
"881","IOMEGA IOMG IN SUPPLY AGREEMENT","","0","Neutral"
"882","LIBYA ABANDONS CHAD STRONGHOLD AFTER DEFEATS","defeats","1","Positive"
"883","ROY F WESTON WSTNA DISTRIBUTING STATEMENT","","0","Neutral"
"884","PHLCORP PHX HAS BREAKEVEN RESULTS","","0","Neutral"
"885","MARSAM PHARMACEUTICALS INC IN INITIAL OFFERING","","0","Neutral"
"886","STONE CONTAINER STO TO REDEEM DEBT","redeem, debt","0","Neutral"
"887","FARM CREDIT SYSTEM REQUESTS US CREDIT LINE","","0","Neutral"
"888","OAKWOOD HOMES OH SELLS CONVERTIBLE DEBENTURES","","0","Neutral"
"889","EMCO SETS 75 MLN DLR DEBENTURE OFFERING","","0","Neutral"
"890","FISCHERWATT TO SELL CONVERTIBLE PREFERRED","","0","Neutral"
"891","FOOTE MINERAL TO MERGE INTO RIO TINTO","","0","Neutral"
"892","ALUMINIUM SCRAP RECOVERY AND USAGE TO RISE","scrap, recovery","0","Neutral"
"893","CROSS AND TRECKER CTCO BUYS AUTOMATION UNIT","","0","Neutral"
"894","SALANT CORP SLT 1ST QTR FEB 28 NET","","0","Neutral"
"895","CRAY CYR INSTALLS 22 MLN DLR COMPUTER","","0","Neutral"
"896","HEALTHMATE INC HMTE 4TH QTR LOSS","loss","-1","Negative"
"897","KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST","","0","Neutral"
"898","VICON INDUSTRIES VII VOTES STAGGERED BOARD","","0","Neutral"
"899","FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE","","0","Neutral"
"900","GERMAN TAX CUT BILL TO GO BEFORE CABINET APRIL 1","","0","Neutral"
"901","NATIONAL BANC OF COMMERCE CO NBCC SETS PAYOUT","","0","Neutral"
"902","HARSCO CORP HSC SETS REGULAR PAYOUT","","0","Neutral"
"903","MADAGASCAR COCOA PRODUCTION ESTIMATED HIGHER","","0","Neutral"
"904","COMPUTER ASSOCIATES CA SETS TWO FOR ONE SPLIT","split","-1","Negative"
"905","SWISS NET CAPITAL EXPORTS RISE IN 1986","","0","Neutral"
"906","ST LAWRENCE SEAWAY OPENING STILL MARCH 31","","0","Neutral"
"907","DUTCH GRAIN LEVY TEST CASE TO START IN APRIL","","0","Neutral"
"908","IDB APPROVES TRADE PROJECT LOANS TO MEMBERS","","0","Neutral"
"909","ZSEVEN FUND SEES HIGHER 1987 NET","","0","Neutral"
"910","FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE","","0","Neutral"
"911","JAGUAR OFFERS NEW LUXURY SEDAN","luxury","1","Positive"
"912","SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT","","0","Neutral"
"913","WALL STREET STOCKSUS OIL COMPANIES","","0","Neutral"
"914","ROY F WESTON INC WSTNA 4TH QTR NET","","0","Neutral"
"915","MOBIL MOB TO UPGRADE REFINERY UNIT","","0","Neutral"
"916","WARNERLAMBERT WLA SUES MASON DISTRIBUTORS","sues","-1","Negative"
"917","NOVA NOVX TO GET BRADYKININ ANTAGONIST PATENT","antagonist","-1","Negative"
"918","BLOCKBUSTER BBEC TO ACQUIRE LICENSEE","blockbuster","1","Positive"
"919","BRAZIL SOY HARVEST 13 PCT COMPLETE  NEWSLETTER","","0","Neutral"
"920","CONTEL CTC TO BUY WALKER COUNTY TELEPHONE","","0","Neutral"
"921","COMPUDYNE CDC SEES COSTS FROM CLEANUP STUDY","","0","Neutral"
"922","REUTERS TO CARRY SEAQ TWOWAY UK SHARE QUOTES","","0","Neutral"
"923","MULFORD SAYS G6 WANTS STABILITY","stability","1","Positive"
"924","SYMBOL TECHNOLOGIES SMBL GETS CONTRACT","","0","Neutral"
"925","THERMO PROCESS TPSI COMPLETES ACQUSITION","","0","Neutral"
"926","SIEMENS RAISES STAKE IN TELECOM PLUS OF US","","0","Neutral"
"927","FRUEHAUF POSTS 203 MLN DLR 1986 LOSS","loss","-1","Negative"
"928","MICHIGAN GENERAL MGL TO SELL KRESTMARK UNIT","","0","Neutral"
"929","RABBIT SOFTWARE RABT TO MERGE WITH CTI DATA","","0","Neutral"
"930","COMSTOCK GROUP INC CSTK 4TH QTR LOSS","loss","-1","Negative"
"931","TIME TL SINKING FUND DEBENTURES YIELD 884 PCT","sinking","-1","Negative"
"932","MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS","","0","Neutral"
"933","US SENATE HITS EC OILS TAX VOWS RETALIATION","","0","Neutral"
"934","HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS","qualify","1","Positive"
"935","SWEDISH BANK US FIRM PLAN UK STOCK VENTURE","","0","Neutral"
"936","HARSCO CORP HSC SETS QUARTERLY","","0","Neutral"
"937","MILASTAR CORP MILA 3RD QTR JAN 31 LOSS","loss","-1","Negative"
"938","BDM BDM GETSW ARMY CONTRACT","","0","Neutral"
"939","BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 100 DLRSSHR VS 79 CTS","","0","Neutral"
"940","BANK OF BOSTON BKB SEES IMPROVED 1ST QUARTER","improved","1","Positive"
"941","LIBYA REPORTEDLY BOUGHT WHITE SUGAR","","0","Neutral"
"942","USAIR GETS APPROVAL TO BUY 9309394 PIEDMONT SHARES IN TENDER","tender, approval","2","Positive"
"943","FED EXPECTED TO ADD RESERVES","","0","Neutral"
